run,agent,episode_return,discounted_return,mean_return,R_bar,theta_norm,theta_change,theta_update_norm
1,t,-1302538.0,-451282.6498033487,-6512.69,4103.957854894973,28.601470679909983,0.0,0.0
2,t,-2675821.0,-587294.6978090745,-13379.105,36202.36357738954,26.30606260563223,0.0,0.0
3,t,-1150669.0,-248663.30429439194,-5753.345,13507.608753168917,28.703486052969264,0.0,0.0
4,t,-3268380.0,-739232.8218994191,-16341.9,41312.19101299736,28.154927717363865,0.0,0.0
5,t,-1761636.0,-398991.28067224135,-8808.18,21372.19834261899,28.422815086544666,0.0,0.0
6,t,-2510867.0,-615385.9098418003,-12554.335,21817.516377690143,30.7838647537118,0.0,0.0
7,t,-2579182.0,-558794.3984540477,-12895.91,35625.98421845132,28.486190969771684,0.0,0.0
8,t,-2206740.0,-477034.7538129799,-11033.7,30778.12787081824,26.714515269678728,0.0,0.0
9,t,-1311089.0,-354497.9480001873,-6555.445,9003.364169256805,30.320732620638076,0.0,0.0
10,t,-3317945.0,-752957.7001520329,-16589.725,41692.544114494835,28.195976194401386,0.0,0.0
11,t,-1746964.0,-377644.2798483585,-8734.82,24865.90968078502,29.282314083460292,0.0,0.0
12,t,-2223095.0,-482018.9683589934,-11115.475,31500.49052958772,26.67989632428561,0.0,0.0
13,t,-809474.0,-161446.03120177437,-4047.37,14276.217094899695,29.70875269507344,0.0,0.0
14,t,-2550855.0,-567836.8145708027,-12754.275,33292.381883926224,28.90064100709441,0.0,0.0
15,t,-2245708.0,-483820.3129382533,-11228.54,31869.661506006283,28.78451354449682,0.0,0.0
16,t,-3173490.0,-712086.6465235951,-15867.45,40593.834867746475,27.596932369990316,0.0,0.0
17,t,-2759628.0,-602942.0142123308,-13798.14,37209.59853576814,28.31014113010979,0.0,0.0
18,t,-2912812.0,-642095.4243360204,-14564.06,38488.83204518951,28.068941902087065,0.0,0.0
19,t,-2581224.0,-557275.1959364112,-12906.12,35678.518923681644,28.437000954798375,0.0,0.0
20,t,-2613822.0,-561025.5776323603,-13069.11,36090.415186945545,28.523301506983337,0.0,0.0
21,t,-2641880.0,-570899.8002352526,-13209.4,36239.8340002765,28.28489578145141,0.0,0.0
22,t,-3184774.0,-719263.7002274207,-15923.87,40578.45744262864,28.235309954598378,0.0,0.0
23,t,-1183954.0,-230142.39804938564,-5919.77,21416.03775721522,29.280090269626115,0.0,0.0
